gx,gy,gz,ax,ay,az,tmp
-90,82,-18,-324,-6,3951,29.03
-85,87,-14,-328,-3,3947,29.05
-87,83,-20,-329,-11,3946,29.06
-83,82,-17,-328,-11,3948,29.03
-83,82,-21,-318,-13,3936,29.05
-87,76,-18,-315,-14,3924,29.05
-80,77,-17,-326,-7,3953,29.05
-86,78,-14,-338,-23,3966,29.06
-84,76,-15,-341,-15,3953,29.04
-84,76,-13,-336,-9,3943,29.06
-84,77,-10,-342,-20,3948,29.03
-81,75,-11,-334,-7,3951,29.04
-84,77,-18,-324,-4,3947,29.04
-87,74,-15,-332,-8,3942,29.03
-86,80,-14,-325,-3,3944,29.02
-82,77,-15,-325,-3,3943,29.06
-81,78,-16,-323,1,3944,29.03
-84,77,-18,-328,-5,3949,29.02
-91,72,-12,-338,5,3956,29.02
-88,84,-16,-334,9,3959,29.06
-84,82,-12,-340,-5,3954,29.04
-87,78,-16,-332,-10,3941,29.04
-88,79,-14,-334,-16,3953,29.05
-87,82,-17,-323,-6,3939,29.02
-84,86,-19,-322,-11,3950,29.03
-84,78,-18,-328,-11,3958,29.04
-85,80,-14,-327,-9,3950,29.03
-87,76,-14,-339,-13,3946,29.05
-87,75,-14,-337,-13,3944,29.04
-88,76,-16,-338,-5,3929,29.04
-82,85,-15,-341,-4,3953,29.04
-81,82,-16,-332,-11,3961,29.04
-83,83,-14,-331,-20,3969,29.04
-80,77,-9,-322,-17,3947,29.04
-83,75,-15,-321,-11,3943,29.04
-86,76,-13,-321,-6,3947,29.03
-87,79,-9,-335,-6,3935,29.03
-87,78,-15,-325,-11,3934,29.05
-83,77,-19,-323,-8,3940,29.04
-86,81,-20,-333,-11,3928,29.04
-87,77,-13,-326,-8,3942,29.03
-89,76,-13,-324,-6,3958,29.04
-81,74,-18,-331,-1,3953,29.04
-85,78,-17,-336,-10,3945,29.04
-86,75,-15,-331,-15,3951,29.03
-83,71,-17,-327,-13,3948,29.05
-85,67,-23,-331,-5,3945,29.05
-84,75,-16,-338,-5,3948,29.04
-89,78,-15,-332,4,3952,29.05
-87,78,-15,-329,-7,3947,29.06
-83,79,-12,-326,-6,3948,29.05
-86,81,-15,-335,-8,3932,29.07
-78,76,-18,-320,-15,3918,29.04
-84,81,-14,-329,-20,3937,29.03
-84,78,-18,-317,-10,3930,29.02
-87,81,-17,-318,-8,3931,29.03
-91,82,-15,-326,-20,3952,29.02
-87,83,-19,-328,-16,3947,29.03
-86,78,-18,-321,-12,3940,29.04
-84,83,-14,-327,-15,3950,29.03
-85,78,-19,-331,-16,3964,29.05
-84,74,-16,-332,-12,3942,29.06
-81,80,-18,-317,-10,3942,29.04
-85,78,-17,-330,-4,3933,29.03
-88,78,-14,-341,-6,3918,29.06
-85,76,-11,-337,-7,3927,29.05
-85,82,-15,-325,-7,3945,29.06
-85,87,-20,-317,-15,3940,29.05
-90,83,-17,-322,-12,3943,29.03
-88,77,-12,-330,-4,3944,29.04
-88,76,-15,-333,0,3947,29.06
-85,72,-9,-334,-6,3943,29.03
-84,72,-11,-320,-10,3932,29.04
-84,76,-14,-333,-12,3936,29.05
-86,77,-11,-324,-12,3948,29.05
-87,78,-15,-323,-12,3929,29.04
-84,76,-15,-325,-3,3920,29.05
-83,80,-19,-331,-2,3945,29.05
-88,79,-17,-339,-14,3951,29.08
-88,77,-21,-340,5,3935,29.06
-88,79,-19,-331,7,3934,29.05
-88,78,-17,-326,-4,3937,29.04
-84,76,-20,-326,-9,3959,29.04
-88,79,-14,-319,-10,3951,29.04
-83,78,-16,-327,-6,3942,29.02
-83,77,-17,-317,-12,3939,29.02
-79,76,-15,-326,-8,3934,29.03
-83,79,-18,-330,4,3944,29.04
-84,74,-12,-325,-3,3953,29.03
-86,74,-18,-322,-5,3948,29.06
-85,73,-13,-327,-8,3940,29.07
-81,76,-14,-322,-7,3936,29.07
-85,78,-18,-336,-9,3928,29.07
-89,72,-18,-342,-5,3936,29.07
-87,76,-17,-332,-6,3945,29.06
-84,78,-15,-326,1,3934,29.06
-88,80,-17,-322,4,3939,29.05
-85,72,-19,-325,2,3948,29.04
-86,78,-15,-320,0,3960,29.05
-86,79,-16,-321,-2,3967,29.05
-85,78,-22,-321,-9,3963,29.05
-87,73,-18,-324,-2,3956,29.05
-86,76,-16,-326,-8,3936,29.05
-90,72,-19,-334,-15,3945,29.04
-84,78,-16,-329,-7,3942,29.07
-85,84,-12,-320,-12,3948,29.08
-86,80,-13,-336,-6,3934,29.07
-82,74,-11,-329,-14,3939,29.07
-80,82,-14,-331,-13,3947,29.06
-84,74,-15,-329,-11,3950,29.06
-88,77,-16,-319,-6,3952,29.06
-88,75,-13,-320,-9,3942,29.05
-80,71,-12,-322,-10,3952,29.04
-82,78,-12,-331,-16,3961,29.02
-82,82,-14,-329,-14,3949,29.07
-80,78,-13,-324,-15,3936,29.08
-85,79,-19,-333,-15,3936,29.05
-85,78,-14,-333,-6,3951,29.05
-86,83,-14,-328,-3,3943,29.05
-81,83,-15,-323,-21,3949,29.05
-83,75,-17,-322,-18,3951,29.05
-82,73,-19,-328,-18,3945,29.05
-81,77,-15,-326,-10,3944,29.05
-86,81,-22,-326,-6,3938,29.05
-81,78,-15,-331,0,3936,29.06
-84,79,-16,-340,-4,3926,29.07
-83,78,-16,-321,-6,3938,29.07
-84,84,-14,-320,-5,3934,29.05
-83,82,-16,-324,-8,3932,29.04
-84,77,-13,-313,1,3945,29.02
-87,76,-10,-312,-7,3939,29.04
-86,81,-12,-325,-14,3948,29.04
-85,76,-14,-326,-16,3937,29.06
-82,77,-16,-339,-16,3928,29.05
-88,80,-15,-331,-16,3930,29.05
-87,79,-18,-325,-18,3928,29.02
-82,82,-15,-328,-10,3941,29.06
-84,81,-17,-321,-5,3945,29.05
-87,78,-15,-324,-8,3922,29.05
-87,78,-16,-329,-12,3937,29.04
-87,85,-14,-337,-14,3943,29.05
-87,80,-13,-341,-11,3944,29.06
-86,75,-11,-341,-9,3946,29.04
-88,71,-13,-331,-9,3938,29.04
-81,76,-15,-331,-10,3935,29.06
-84,78,-13,-319,-8,3938,29.05
-87,82,-20,-325,-7,3933,29.05
-86,80,-18,-333,-11,3952,29.05
-82,74,-15,-325,-6,3954,29.05
-82,76,-16,-330,1,3945,29.04
-85,79,-18,-335,-6,3945,29.07
-83,80,-17,-330,-3,3948,29.06
-80,81,-16,-340,-8,3952,29.06
-86,81,-18,-338,-8,3953,29.05
-85,84,-19,-336,-4,3941,29.04
-88,77,-14,-332,-8,3940,29.05
-87,75,-10,-330,-2,3943,29.04
-87,74,-17,-324,-8,3942,29.05
-85,77,-13,-323,-8,3921,29.06
-84,74,-14,-318,1,3940,29.05
-78,82,-15,-323,-2,3934,29.04
-77,75,-13,-328,-4,3938,29.04
-82,76,-17,-323,-4,3936,29.07
-82,78,-15,-333,-3,3936,29.07
-83,77,-14,-328,0,3944,29.07
-82,77,-10,-328,-12,3946,29.07
-83,77,-11,-325,-13,3952,29.05
-81,71,-15,-327,-14,3953,29.07
-88,75,-15,-333,-16,3943,29.05
-84,78,-16,-324,-11,3939,29.06
-85,75,-15,-326,-11,3942,29.04
-86,77,-13,-320,-10,3945,29.06
-82,78,-14,-325,-17,3944,29.07
-83,78,-15,-317,-10,3956,29.09
-83,81,-18,-319,-13,3954,29.06
-87,79,-12,-321,-15,3952,29.07
-86,79,-16,-327,-13,3957,29.06
-83,77,-18,-329,-7,3938,29.07
-84,80,-14,-323,-13,3948,29.05
-83,77,-15,-319,-4,3942,29.06
-85,76,-15,-312,0,3939,29.05
-84,82,-16,-320,-11,3950,29.06
-88,75,-16,-323,-15,3946,29.06
-88,78,-19,-326,-9,3941,29.05
-84,73,-15,-336,-10,3938,29.06
-84,79,-19,-335,-1,3945,29.05
-82,78,-16,-328,-11,3941,29.06
-84,80,-16,-319,-3,3932,29.06
-82,75,-18,-325,-2,3940,29.04
-83,79,-10,-333,1,3944,29.06
-88,81,-11,-343,-7,3937,29.07
-83,83,-17,-330,-6,3944,29.07
-84,76,-19,-324,-8,3938,29.07
-83,76,-17,-326,-11,3956,29.07
-83,80,-20,-329,-7,3960,29.05
-81,73,-17,-324,3,3962,29.06
-76,76,-14,-323,-1,3960,29.06
-83,79,-15,-324,-1,3951,29.08
-88,73,-20,-326,-14,3939,29.06
-84,78,-22,-328,-1,3949,29.05
-81,78,-19,-337,-11,3942,29.06
-87,84,-17,-333,-22,3950,29.06
-87,83,-14,-325,-22,3947,29.07
-88,83,-17,-321,-14,3954,29.06
-83,77,-15,-330,-12,3962,29.06
-82,74,-12,-329,-25,3939,29.06
-83,83,-12,-336,-17,3934,29.06
-82,80,-13,-332,-12,3941,29.06
-77,78,-15,-333,-17,3952,29.03
-86,74,-15,-332,-7,3939,29.03
-89,78,-16,-326,-17,3942,29.04
-87,76,-16,-329,-15,3930,29.05
-85,82,-13,-327,-7,3949,29.07
-87,81,-12,-326,-1,3940,29.06
-86,78,-16,-325,-3,3934,29.06
-86,77,-17,-333,-6,3941,29.05
-79,81,-17,-325,-1,3959,29.07
-86,77,-18,-321,-2,3957,29.07
-81,86,-16,-328,-7,3940,29.07
-83,87,-19,-326,-2,3930,29.06
-77,82,-22,-330,-5,3941,29.09
-82,82,-16,-328,-14,3944,29.09
-85,82,-12,-326,-7,3938,29.08
-80,84,-14,-325,-7,3931,29.07
-81,76,-13,-330,-5,3951,29.05
-86,76,-16,-333,-2,3949,29.04
-85,76,-18,-328,-5,3940,29.06
-89,77,-14,-325,-11,3956,29.05
-85,80,-15,-322,-6,3957,29.06
-85,78,-13,-332,-4,3947,29.05
-90,75,-11,-331,-5,3945,29.04
-88,81,-12,-331,-8,3937,29.07
-81,76,-14,-332,-8,3929,29.06
-83,81,-16,-338,-10,3937,29.05
-83,78,-12,-333,-11,3934,29.07
-83,74,-12,-325,-12,3934,29.06
-81,80,-20,-328,-6,3931,29.07
-82,76,-20,-330,-19,3946,29.06
-76,78,-19,-338,-12,3925,29.05
-83,81,-13,-327,-11,3934,29.05
-83,78,-12,-333,-7,3934,29.07
-78,76,-14,-336,-14,3943,29.09
-77,80,-13,-332,-19,3956,29.06
-84,78,-18,-329,-6,3953,29.05
-85,81,-15,-322,-7,3933,29.06
-86,79,-14,-325,-10,3953,29.04
-82,73,-15,-317,-8,3948,29.07
-83,79,-11,-323,-8,3961,29.06
-89,79,-15,-320,-4,3951,29.06
-81,79,-16,-317,-6,3933,29.06
-86,78,-14,-325,-4,3933,29.07
-82,81,-14,-336,-20,3935,29.06
-80,85,-19,-331,-10,3948,29.06
-86,86,-16,-327,-7,3948,29.06
-84,82,-15,-326,-3,3950,29.07
-89,74,-15,-333,-10,3948,29.07
-89,81,-14,-338,4,3937,29.07
-88,79,-17,-333,-2,3937,29.07
-85,82,-16,-330,4,3943,29.07
-82,85,-19,-316,-2,3927,29.06
-82,81,-22,-322,-13,3925,29.05
-84,86,-18,-333,-2,3926,29.06
-77,82,-18,-325,-11,3940,29.06
-79,78,-16,-317,-13,3946,29.06
-81,78,-14,-316,-11,3939,29.08
-78,86,-14,-331,-8,3952,29.08
-78,78,-15,-329,-10,3938,29.10
-80,76,-14,-333,-4,3934,29.07
-81,70,-12,-322,-13,3932,29.07
-85,77,-12,-320,-8,3932,29.05
-87,87,-18,-322,-4,3956,29.06
-83,76,-14,-323,0,3947,29.05
-85,79,-18,-331,-9,3948,29.05
-84,80,-17,-319,-6,3938,29.06
-80,75,-11,-326,-2,3942,29.05
-85,76,-11,-326,-11,3926,29.04
-83,76,-10,-323,-6,3935,29.08
-84,78,-9,-330,-6,3947,29.07
-83,75,-14,-327,-12,3952,29.06
-86,75,-17,-327,-14,3949,29.05
-86,78,-15,-337,-6,3928,29.06
-87,72,-16,-326,-4,3939,29.07
-88,73,-15,-323,3,3941,29.05
-90,76,-14,-329,5,3947,29.06
-85,78,-19,-336,-1,3953,29.06
-84,75,-14,-324,-2,3951,29.06
-82,77,-16,-328,5,3936,29.06
-82,77,-15,-328,-9,3943,29.08
-87,75,-16,-333,-8,3946,29.07
-86,82,-12,-330,-10,3938,29.06
-87,79,-13,-334,-18,3944,29.08
-91,81,-16,-323,-5,3940,29.09
-86,78,-16,-334,-6,3954,29.09
-83,81,-16,-329,-15,3960,29.06
-80,81,-11,-327,-17,3962,29.07
-81,77,-16,-318,-4,3970,29.07
-81,79,-17,-328,-8,3951,29.07
-84,84,-16,-331,-7,3942,29.07
-80,86,-19,-327,-1,3945,29.09
-83,77,-19,-327,-2,3941,29.09
-85,83,-15,-330,-7,3932,29.07
-85,79,-13,-322,-8,3937,29.07
-86,81,-15,-323,-8,3966,29.09
-88,76,-18,-323,-8,3958,29.09
-82,81,-16,-324,-10,3954,29.09
-86,81,-16,-316,-12,3931,29.08
-82,81,-12,-327,-9,3934,29.07
-82,76,-12,-331,-7,3953,29.08
-81,79,-18,-327,-8,3946,29.07
-80,71,-20,-317,-9,3945,29.05
-84,68,-17,-323,-2,3943,29.05
-86,76,-18,-324,6,3946,29.07
-84,74,-14,-326,-10,3947,29.07
-82,75,-17,-333,-14,3948,29.07
-85,75,-6,-321,-10,3937,29.06
-84,82,-11,-328,-9,3932,29.07
-83,83,-19,-324,-2,3933,29.06
-86,84,-15,-324,-8,3935,29.04
-83,86,-14,-318,0,3940,29.06
-82,83,-18,-316,-12,3940,29.06
-82,80,-16,-320,-11,3932,29.08
-83,72,-16,-321,-15,3948,29.07
-87,79,-19,-322,-11,3947,29.06
-92,75,-17,-322,-18,3952,29.06
-88,81,-15,-339,-14,3946,29.07
-87,77,-14,-342,-9,3947,29.05
-91,80,-11,-354,-10,3961,29.05
-87,84,-13,-338,-19,3943,29.07
-82,80,-20,-337,-16,3952,29.07
-86,78,-18,-326,-13,3947,29.07
-80,79,-14,-324,-10,3945,29.07
-82,80,-14,-338,-12,3944,29.08
-81,77,-11,-338,-17,3944,29.08
-88,76,-14,-315,-14,3945,29.08
-89,78,-16,-332,1,3946,29.08
-87,84,-12,-340,-1,3960,29.09
-83,82,-14,-335,-10,3944,29.08
-82,80,-14,-331,-12,3942,29.08
-80,81,-17,-335,-10,3954,29.08
-82,80,-17,-327,-12,3941,29.07
-82,78,-18,-326,-4,3927,29.06
-84,81,-16,-330,-6,3940,29.07
-88,82,-16,-328,-8,3943,29.07
-86,81,-10,-331,-18,3948,29.09
-90,77,-18,-327,-18,3956,29.07
-89,78,-16,-331,-7,3937,29.08
-82,79,-21,-333,-4,3938,29.08
-82,78,-18,-334,-8,3956,29.08
-86,76,-18,-331,-6,3959,29.10
-89,79,-16,-331,-13,3945,29.09
-89,76,-14,-329,-10,3930,29.08
-84,81,-11,-330,-8,3919,29.06
-84,88,-12,-331,-17,3931,29.07
-82,85,-12,-341,-14,3947,29.07
-80,77,-15,-337,-6,3931,29.05
-79,78,-12,-342,0,3923,29.06
-85,76,-17,-342,-1,3938,29.07
-80,76,-18,-338,4,3951,29.07
-83,76,-17,-338,-5,3937,29.06
-81,70,-17,-327,-9,3939,29.07
-84,80,-17,-329,-8,3948,29.08
-86,82,-15,-318,1,3940,29.07
-83,82,-16,-320,-2,3940,29.05
-79,79,-18,-326,-6,3954,29.08
-85,79,-21,-337,-15,3965,29.07
-85,82,-19,-328,-10,3943,29.06
-88,75,-18,-335,-3,3947,29.05
-81,71,-19,-337,-2,3953,29.07
-81,79,-15,-335,-13,3944,29.08
-80,76,-18,-342,-13,3936,29.09
-87,79,-16,-340,-12,3945,29.07
-84,75,-17,-334,-19,3945,29.08
-79,77,-11,-326,-10,3950,29.05
-83,76,-15,-318,-16,3955,29.07
-87,79,-16,-319,-12,3954,29.08
-83,76,-15,-324,-13,3953,29.09
-86,77,-17,-325,-7,3955,29.09
-83,77,-19,-331,-7,3950,29.07
-81,74,-14,-327,-13,3948,29.09
-84,76,-8,-323,1,3954,29.07
-85,80,-14,-328,-2,3948,29.07
-85,78,-11,-328,-5,3960,29.09
-86,76,-17,-333,-8,3944,29.08
-87,79,-13,-320,-18,3956,29.08
-90,78,-14,-318,-9,3941,29.08
-89,84,-17,-324,-8,3957,29.08
-83,83,-17,-331,-10,3951,29.08
-85,74,-12,-328,-22,3954,29.06
-86,75,-7,-322,-22,3953,29.05
-83,73,-13,-318,-7,3951,29.09
-84,75,-16,-331,-3,3939,29.08
-85,77,-15,-321,-1,3934,29.06
-85,79,-17,-323,-5,3947,29.07
-86,81,-17,-326,-9,3940,29.06
-83,80,-13,-327,-16,3936,29.08
-80,80,-11,-331,-10,3927,29.08
-84,78,-11,-329,-14,3949,29.07
-90,83,-16,-322,-11,3947,29.07
-83,82,-16,-332,-1,3920,29.07
-86,78,-18,-334,-11,3953,29.06
-85,78,-15,-332,-8,3959,29.08
-85,76,-14,-332,-8,3960,29.07
-84,78,-15,-329,-6,3946,29.05
-85,73,-19,-327,-14,3946,29.06
-85,74,-19,-329,-12,3948,29.06
-81,75,-14,-332,-12,3929,29.05
-84,75,-15,-330,-17,3947,29.07
-84,86,-15,-327,-15,3929,29.08
-86,81,-13,-321,-11,3935,29.09
-83,79,-18,-335,-6,3948,29.08
-83,81,-12,-332,-21,3954,29.08
-83,80,-15,-332,-13,3943,29.10
-87,79,-19,-325,-11,3946,29.08
-87,74,-17,-319,-11,3934,29.09
-84,75,-13,-328,-9,3945,29.10
-83,77,-14,-328,3,3945,29.10
-82,79,-16,-327,0,3953,29.08
-78,73,-18,-327,-2,3944,29.07
-84,77,-16,-321,-6,3941,29.07
-87,81,-13,-327,-11,3956,29.08
-83,80,-11,-328,-11,3950,29.07
-84,75,-15,-329,-11,3935,29.09
-85,85,-13,-333,-11,3932,29.07
-87,83,-12,-329,-14,3938,29.08
-85,82,-16,-316,-13,3943,29.07
-88,78,-12,-325,-14,3939,29.09
-90,83,-21,-329,-12,3957,29.07
-88,74,-15,-332,-8,3943,29.08
-88,80,-14,-334,-14,3932,29.07
-87,77,-12,-329,-17,3942,29.06
-87,82,-18,-315,-13,3954,29.07
-93,76,-12,-330,-12,3948,29.09
-87,68,-17,-330,-5,3952,29.08
-89,76,-16,-329,-13,3937,29.09
-82,79,-14,-328,-8,3937,29.09
-80,79,-13,-324,-8,3949,29.09
-87,80,-10,-323,-9,3952,29.09
-85,70,-15,-326,-10,3941,29.09
-84,76,-18,-331,-2,3933,29.09
-84,80,-16,-318,5,3930,29.08
-88,81,-18,-323,6,3938,29.09
-88,82,-13,-325,-2,3929,29.07
-82,80,-13,-328,-5,3948,29.08
-88,83,-15,-328,-10,3951,29.09
-82,78,-16,-331,-5,3944,29.10
-84,78,-14,-328,1,3933,29.07
-85,77,-17,-325,-12,3952,29.09
-85,73,-14,-322,-5,3936,29.08
-82,79,-16,-326,-10,3945,29.09
-86,75,-17,-315,-4,3951,29.09
-84,81,-15,-315,3,3948,29.09
-84,78,-15,-324,0,3946,29.09
-85,73,-15,-320,1,3945,29.09
-82,76,-18,-318,-10,3943,29.10
-85,85,-13,-314,-12,3950,29.10
-96,76,-14,-329,-5,3943,29.09
-89,75,-20,-323,-16,3953,29.09
-85,73,-13,-331,-2,3951,29.09
-86,79,-11,-330,-3,3955,29.09
-84,78,-17,-326,-5,3968,29.10
-80,80,-18,-329,-8,3964,29.09
-81,80,-15,-323,-1,3945,29.10
-80,80,-15,-324,-5,3946,29.08
-83,79,-18,-321,-4,3931,29.06
-86,80,-19,-333,-11,3944,29.07
-85,75,-16,-331,-10,3940,29.06
-78,74,-15,-339,-10,3939,29.07
-81,77,-15,-331,-1,3936,29.07
-84,74,-15,-328,-5,3948,29.06
-87,79,-12,-320,-10,3942,29.07
-86,81,-11,-319,-12,3952,29.07
-90,83,-10,-334,-11,3949,29.08
-84,78,-11,-329,-12,3953,29.10
-83,75,-17,-320,-7,3960,29.08
-80,76,-13,-334,-10,3956,29.09
-88,79,-17,-325,-2,3937,29.07
-87,81,-17,-325,-14,3941,29.08
-86,80,-15,-330,-12,3939,29.09
-86,78,-16,-324,-3,3937,29.08
-87,80,-14,-317,-18,3928,29.07
-86,76,-18,-323,-11,3939,29.09
-85,74,-16,-329,-8,3924,29.08
-82,76,-15,-327,-12,3952,29.08
-84,76,-18,-324,-16,3943,29.07
-84,73,-17,-329,-10,3944,29.08
-85,77,-14,-326,-2,3944,29.07
-82,74,-13,-320,-3,3919,29.08
-89,75,-14,-328,-1,3944,29.08
-89,81,-15,-331,2,3947,29.10
-89,80,-13,-327,-9,3937,29.10
-83,76,-15,-325,-10,3939,29.11
-81,76,-13,-325,-7,3940,29.10
-79,78,-18,-319,-7,3937,29.09
-79,81,-14,-322,-13,3954,29.08
-83,83,-16,-320,-16,3944,29.08
-78,77,-12,-326,-10,3939,29.09
-82,79,-15,-330,-14,3930,29.10
-86,82,-12,-334,-14,3941,29.09
-84,75,-15,-340,-13,3948,29.11
-88,84,-14,-332,4,3938,29.11
-87,80,-16,-320,-6,3945,29.10
-86,82,-13,-315,4,3953,29.09
-88,81,-9,-317,-9,3956,29.07
-85,74,-17,-330,-9,3939,29.10
-84,77,-14,-324,-12,3940,29.09
-81,79,-19,-323,-9,3929,29.08
-83,75,-20,-326,-3,3924,29.07
-85,76,-19,-330,-15,3933,29.06
-84,78,-19,-339,-16,3944,29.09
-85,78,-15,-332,-12,3952,29.08
-83,76,-18,-322,-6,3948,29.07
-88,74,-17,-328,-7,3929,29.12
-88,81,-16,-317,-5,3947,29.12
-85,80,-14,-319,-8,3946,29.12
-82,81,-12,-320,-17,3943,29.11
-84,86,-16,-320,-17,3926,29.12
-85,78,-15,-328,-8,3925,29.09
-84,81,-13,-330,-7,3938,29.09
-85,84,-14,-323,-3,3939,29.11
-85,76,-13,-331,-6,3927,29.11
-84,78,-13,-334,0,3945,29.12
-81,72,-18,-331,-2,3946,29.11
-81,76,-18,-330,-17,3952,29.11
-82,76,-15,-324,-13,3937,29.09
-82,78,-12,-329,-11,3941,29.09
-83,79,-10,-335,-14,3937,29.10
-83,74,-19,-327,-18,3933,29.10
-83,73,-21,-337,-9,3950,29.09
-83,72,-19,-333,-18,3949,29.08
-78,79,-18,-331,-24,3938,29.10
-80,78,-16,-326,-14,3947,29.10
-80,75,-12,-321,-5,3940,29.10
-87,74,-11,-320,-7,3943,29.10
-82,80,-19,-335,-14,3940,29.11
-83,80,-17,-335,-11,3946,29.11
-82,82,-15,-320,-14,3948,29.10
-86,82,-14,-330,-11,3969,29.10
-84,74,-16,-333,-13,3946,29.08
-80,76,-16,-335,3,3946,29.09
-83,79,-15,-336,2,3942,29.10
-81,78,-16,-317,3,3944,29.09
-83,81,-17,-325,-6,3951,29.10
-85,80,-19,-327,3,3943,29.09
-82,82,-16,-328,2,3944,29.10
-82,84,-17,-329,-3,3936,29.12
-83,75,-14,-326,-4,3939,29.10
-85,76,-14,-325,-11,3932,29.09
-88,70,-11,-332,7,3925,29.09
-85,75,-18,-342,-11,3955,29.09
-79,81,-20,-340,-6,3963,29.10
-82,78,-19,-331,-11,3955,29.11
-79,78,-13,-331,-19,3951,29.09
-83,81,-14,-323,-16,3945,29.08
-85,74,-13,-318,-17,3934,29.10
-86,77,-13,-316,-4,3945,29.10
-87,80,-12,-328,-4,3942,29.09
-87,73,-17,-325,-8,3947,29.07
-83,72,-11,-326,-8,3942,29.08
-80,73,-15,-319,-3,3951,29.09
-84,81,-15,-326,-12,3948,29.11
-79,78,-15,-330,-9,3940,29.08
-80,78,-16,-315,-4,3944,29.09
-76,86,-17,-327,3,3945,29.08
-83,82,-16,-328,3,3939,29.11
-80,78,-17,-335,4,3941,29.09
-84,75,-16,-335,-1,3941,29.09
-83,74,-13,-325,-8,3939,29.08
-84,79,-17,-330,-3,3949,29.09
-78,80,-12,-322,1,3952,29.08
-86,81,-18,-322,4,3941,29.09
-87,75,-13,-315,-5,3936,29.08
-84,76,-16,-320,-17,3935,29.11
-81,79,-11,-324,-11,3934,29.08
-89,81,-15,-327,-10,3947,29.10
-87,77,-15,-333,-9,3953,29.07
-88,81,-16,-328,-6,3949,29.09
-87,80,-19,-328,-9,3951,29.07
-87,81,-14,-321,-18,3935,29.09
-85,81,-12,-316,-18,3951,29.11
-85,78,-15,-329,-8,3955,29.13
-84,78,-16,-331,-7,3949,29.12
-87,78,-14,-331,-15,3948,29.12
-83,79,-12,-330,-12,3944,29.11
-84,73,-10,-319,-14,3948,29.11
-85,74,-13,-322,-13,3943,29.12
-86,76,-13,-326,-8,3930,29.12
-83,80,-13,-328,-15,3947,29.10
-83,79,-12,-335,-6,3955,29.09
-82,82,-13,-319,1,3938,29.06
-84,79,-19,-321,-8,3927,29.11
-84,85,-18,-327,-8,3936,29.11
-87,87,-12,-321,-4,3942,29.09
-85,84,-16,-323,-10,3944,29.09
-87,76,-17,-308,-13,3939,29.08
-82,83,-15,-317,-15,3929,29.05
-79,79,-18,-326,-4,3943,29.07
-80,77,-12,-321,5,3943,29.09
-81,80,-10,-321,4,3950,29.07
-84,81,-13,-332,-11,3950,29.07
-83,82,-15,-326,-5,3951,29.07
-80,80,-13,-313,-14,3943,29.10
-88,82,-13,-324,-17,3955,29.10
-86,79,-16,-330,-10,3948,29.09
-83,78,-15,-319,-10,3952,29.10
-86,74,-13,-318,-4,3946,29.10
-87,72,-15,-328,-4,3945,29.10
-83,77,-13,-324,-11,3951,29.11
-83,75,-12,-323,-14,3945,29.11
-82,79,-19,-331,4,3942,29.10
-86,74,-15,-325,-8,3952,29.11
-82,75,-14,-342,-13,3942,29.10
-85,85,-17,-325,-7,3940,29.09
-83,84,-13,-325,-11,3937,29.09
-82,77,-18,-328,-8,3946,29.09
-87,77,-17,-323,-14,3940,29.10
-85,76,-15,-311,-12,3938,29.09
-87,83,-17,-325,-6,3960,29.10
-86,81,-13,-331,-4,3957,29.09
-84,74,-19,-324,0,3937,29.09
-86,73,-18,-325,-11,3932,29.09
-84,77,-15,-326,-20,3941,29.08
-77,75,-17,-328,-17,3944,29.09
-85,74,-17,-341,-9,3943,29.10
-86,78,-16,-328,-14,3943,29.08
-82,84,-15,-328,-15,3958,29.08
-86,78,-21,-325,-10,3942,29.09
-88,78,-14,-333,-6,3943,29.11
-84,70,-10,-333,-9,3924,29.09
-81,78,-15,-332,-5,3934,29.11
-84,77,-18,-323,-11,3933,29.08
-90,75,-17,-327,-3,3930,29.08
-84,78,-18,-328,-7,3931,29.09
-86,81,-17,-322,-13,3952,29.09
-90,80,-17,-326,-16,3953,29.10
-83,80,-16,-321,-13,3946,29.10
-83,77,-17,-338,-6,3940,29.10
-83,79,-16,-329,-5,3949,29.10
-79,72,-12,-317,-6,3932,29.08
-83,73,-15,-338,-23,3928,29.07
-85,74,-16,-337,-9,3936,29.09
-87,74,-17,-332,-10,3951,29.11
-83,74,-14,-323,-6,3940,29.11
-84,75,-10,-326,-9,3947,29.10
-82,80,-12,-344,-13,3942,29.11
-84,83,-15,-333,-10,3946,29.10
-80,76,-16,-329,-11,3957,29.11
-83,73,-14,-324,-8,3955,29.12
-86,77,-19,-333,3,3961,29.10
-84,78,-18,-325,-8,3957,29.11
-86,80,-14,-321,-16,3942,29.09
-83,81,-20,-326,-15,3937,29.09
-79,73,-20,-325,-4,3935,29.09
-82,78,-24,-320,-12,3950,29.09
-83,76,-21,-315,-15,3946,29.11
-83,79,-22,-321,-19,3944,29.11
-84,83,-12,-327,-12,3943,29.11
-81,77,-14,-326,-14,3949,29.11
-81,71,-17,-334,-10,3956,29.09
-80,77,-18,-328,-18,3951,29.12
-86,81,-15,-326,-12,3944,29.10
-84,85,-10,-333,-11,3938,29.07
-80,79,-14,-336,-13,3947,29.08
-84,83,-13,-335,-9,3936,29.09
-85,78,-12,-330,-6,3944,29.09
-81,76,-18,-329,-10,3927,29.10
-88,79,-17,-333,-20,3935,29.11
-87,83,-17,-336,-10,3945,29.10
-88,81,-19,-321,-6,3956,29.09
